,Song,Artist,Year,Genre-group,Lyrics
349,Body Moves,DNCE,2017,pop,"Ow!
Hey!
That's right
Oh! Side by side
Walking home, stumbling home, getting curious
What's on your mind?
Cause what's on mine's a dirty mind
Why so serious? Baby the stars above will light the way
Just take my hand and hear the words I say
Yeah, when the morning comes, I'll always stay
You gotta know, you gotta know that I'm feeling this, ow Come and roll with me, we'll rock them body moves
Me and you (oh, just a little bit)
Body moves (yeah, just a little bit, ow!)
Come on home with me, oh baby, let it loose
Me and you (oh, just a little bit)
Body moves (yeah, just a little bit)
I don't need it, but you know how bad I want it
And your touch has got me haunted, but I li-i-ike it
Come and roll with me, we'll rock them body moves
Me and you (oh, just a little bit)
Body moves (yeah, just a little bit) Got all night
Show me more, a little more, it's getting scandalous
Yeah, all my life, yeah
Waiting for the girl next door to get real dangerous Baby the stars above will light the way
Just take my hand and hear the words I say
Yeah, when the morning comes, I'll always stay
You gotta know, you gotta know that I'm feeling this, ow Come and roll with me, we'll rock them body moves
Me and you (oh, just a little bit)
Body moves (yeah, just a little bit, ow!)
Come on home with me, oh baby, let it loose
Me and you (oh, just a little bit)
Body moves (yeah, just a little bit)
I don't need it, but you know how bad I want it
And your touch has got me haunted, but I li-i-ike it
Come and roll with me, we'll rock them body moves
Me and you (oh, just a little bit)
Body moves (yeah, just a little bit), ow Ha, that's right
Haha Yeah, when the morning comes, I'll always stay
You gotta know, you gotta know that I'm feeling this
Ow Come and roll with me, we'll rock them body moves
Me and you (oh, just a little bit)
Body moves (yeah, just a little bit, ow!)
Come on home with me, oh baby, let it loose
Me and you (oh, just a little bit)
Body moves (yeah, just a little bit)
I don't need it, but you know how bad I want it
And your touch has got me haunted, but I li-i-ike it
Come and roll with me, we'll rock them body moves
Me and you (oh, just a little bit)
Body moves (yeah, just a little bit), ow "
350,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,2017,electronic,"Decisions as I go, to anywhere I flow.
Sometimes I believe, at times where I should know.
I can fly high, I can go long,
Today I got a million, tomorrow, I don't know
Decisions as I go, to anywhere I flow.
Sometimes I believe, at times where I should know
I can fly high, I can go long Today I got a million, tomorrow, I don't know.
Stop crying like you're home
and think about the show
We're all playing the same game, laying down alone
We're unknown and wrong, special when I come.
Hate will make you cautious, love will make you glow.
Make me feel the warm, make me feel the cold.
It's written in our story, it's written on the walls.
This is our call, we rise and we fall.
Dancin' in the moonlight, don't we have it all?
Decisions as I go, to anywhere I flow.
Sometimes I believe, a time where we should know.
I can fly high, I can go long.
Today I got a million, tomorrow, I don't know.
Make me feel the warm, make me feel the cold.
It's written in our story, it's written on the walls.
This is our call, we rise and we fall.
Dancin' in the moonlight, don't we have it all? "
351,Angel,Fifth Harmony,2017,pop,"Who said I was an angel?
Who said I was an angel?
Oh yeah We was just a moment, nothing serious
Never really paid you no mind
Dropped a bag, started paying attention
Should've never, ah
Should've never not kept your word
Woulda had a reason to keep mine
You was too inconsistent
Should've never, ah Should've never crossed that line with ya
Everything was cool, just drinkin' with ya
Way too young to be up in handcuffs
Wasn't tryna spend my life on the phone with ya
Gotta keep it on one hundred with ya
The original me wouldn't fuck with ya
And I was beginning to fuck with ya Who said I was an angel?
Who said I was an angel? (oh yeah)
When you look at me, what do you see?
Open your eyes, I'm more brilliant than you'll ever be
Who said I was an angel? Yeah, won't lie and say I don't lie
Yeah, I might've told a few lies, yeah
Won't lie and say I didn't try
But you're only worth a few tries, yeah
Track star, think you're running these streets
You ain't the only one running the streets
Stay making ground like I only wear cleats, yeah Should've never crossed that line with ya
Everything was cool, just drinkin' with ya
Way too young to be up in handcuffs
Wasn't tryna spend my life on the phone with ya
Gotta keep it on one hundred with ya
The original me wouldn't fuck with ya
And I was beginning to fuck with ya Who said I was an angel? (But you was wrong, oh yeah)
Who said I was an angel? (Oh, I'm no angel, when you look at me)
When you look at me, what do you see?
Open your eyes, I'm more brilliant than you'll ever be
Who said I was an angel?
Who said I was, an angel? Ohh Oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh, oh
I want it, I want it, oh, oh, I want it
Ah, ah, ah, ah, ah, ah, ah, ah
I want it, I want it, ah, ah Who said I was an angel? (Who said I was an angel?
Didn't know the real me, I'm far from an angel)
Who said I was an angel? (Never took the time out
Never had time to figure me out, when you look at me)
When you look at me, what do you see? (What do you see?)
Open your eyes, I'm more brilliant than you'll ever be
Who said I was an angel?
(Who said I was a, an angel? Oh) "
352,Rich Boy,Galantis,2017,house,"I don't need a rich boy
I don't want your money No, you don't gotta spend nothing on me
All I want is sweet sweet love, sweet sweet love
Hey!
I don't need a rich boy I don't want dollars
No you don't gotta be a high roller
All I want is sweet sweet love, sweet sweet love
Hey! Hey!
Hey!
Sweet sweet love
Sweet sweet love
All I want
Sweet sweet love
Hey!
Sweet sweet love
Sweet sweet love
All I want
Sweet sweet love
Sweet sweet love
Hey! I don't need a rich boy
I don't want your money
No you don't gotta spend nothing on me
All I want is sweet sweet love
I don't need a rich boy
I don't want dollars
No you don't gotta be a high roller
All I want is sweet sweet love, sweet sweet love
Hey! I don't need a rich boy
I don't want your money
No you don't gotta spend nothing on me
All I want is sweet sweet love
Hey!
I don't need a rich boy
I don't want dollars
No you don't gotta be a high roller
All I want is sweet sweet love, sweet sweet love
Hey! Hey!
Hey!
Hey!
Hey!
Hey!
Hey! I don't need a rich boy
I don't want your money
No you don't gotta spend nothing on me
All I want is sweet sweet love
Hey!
I don't need a rich boy
I don't want dollars
No you don't gotta be a high roller
All I want is sweet sweet love, sweet sweet love Hey!
Hey!
Hey!
Hey!
All I want
Sweet sweet love
Sweet sweet love
Hey!
All I want
Sweet sweet love
Sweet sweet love
Hey! "
353,Influence,Tove Lo,2017,pop,"First line, take mine; I'm fine as fuck
Love myself tonight and I think you can feel the same
Moonshine, good time; babe, you're in luck
Cause I will do whatever comes to mind
You'll go insane Things I say don't usually come easily
There's one thing I need you now to know 'bout me You know I'm under the influence
So don't trust every word I say, I say
When I'm under the influence
It's a blur, but I want my way, my way
You know I'm under the influence
So don't trust every word I say, I say
Sounds good without making sense
It's a blur, but I want my way, my way
When I'm under the influence Take off, liquor; I feel the beat
Hold onto the floor but I keep spinnin' round and round
Swing me, baby, back on my feet
Hiding in the crowd; we're making love without a sound Things I say don't usually come easily
There's one thing I need you now to know 'bout me You know I'm under the influence
So don't trust every word I say, I say
When I'm under the influence
It's a blur, but I want my way, my way
You know I'm under the influence
So don't trust every word I say, I say
Sounds good without making sense
It's a blur, but I want my way, my way
When I'm under the influence Boy meets, boy meets
Girl meets girl
This is the best place in the world
Boy meets, boy meets
Girl meets girl
This is the best place in the world
Boy meets, boy meets
Girl meets girl
This is the best place in the world You know I'm under the influence
So don't trust every word I say, I say
When I'm under the influence
It's a blur, but I want my way, my way
You know I'm under the influence
So don't trust every word I say, I say
Sounds good without making sense
It's a blur, but I want my way, my way
When I'm under the influence "
354,Remember I Told You,Nick Jonas,2017,pop,"Remember I told you, I need you
Remember the spotlight, what's that?
All of the words that I'm saying
Are just a fancy way of saying ""I care""
I don't suppose you have a moment to spare me
Do you? Do you?
I've been looking for lovin', all the wrong places
You too? You too?
I don't like to wait when you tell me ""oh well""
I have the suspicion you're not being yourself
I don't suppose you have a moment to spare me
Do you? Do you?
Remember I told you, I need you
Remember the spotlight, what's that?
All of the words that I'm saying
Are just a fancy way of saying ""I care""
You're probably somewhere, with someone I don't know
That's cool, and that's cool
And I hope that she gives you, all the things that you deserve
That's true, that's true
I don't like to wait when you tell me ""oh well""
I have the suspicion you're not being yourself
You're probably somewhere, with someone I don't know
That's cool, and that's cool
Remember I told you, I need you
Remember the spotlight, what's that?
All of the words that I'm saying
Are just a fancy way of saying ""I care""
Let it cut it off, and we know why
I'm in love with myself, cold inside
Too many shoes in your closet, go some miles
I suck at talking to girls, here goes a try
More woman than I should've in a century
Bitches on my side like a Kennedy
Starting to drain all my energy
I love it, shoot the frame like an enemy
At the same time, and I can't lie
Too many girls for the way that I rock the bassline
You got addicted to the seas of the bassline
Lets see how you're gonna do with the back and forth fameline
After all the shit we been through
I play the rocksea, I ain't 'bout to guestlist you
And I know I'm talking shit, it ain't fair
Hate is just a fancy way saying that I care
Remember I told you, I need you
Remember the spotlight, what's that?
All of the words that I'm saying
Are just a fancy way of saying ""I care""
Remember I told you, I need you
Remember the spotlight, what's that?
All of the words that I'm saying
Are just a fancy way of saying ""I care""
Saying I care "
355,Messin' Around,Pitbull,2017,pop,"She's got me like na na na na na
Na na na na na na na na
Mr. Worldwide
She's got that look in her eyes
Enrique Iglesias
Like she wants to mess around
Enrique, talk to 'em I heard it from a friend who heard it from a friend
Who heard it from another
You been messin' around
I'm hoping that your friend, too, told you about me, too
Cause I'ma tell you straight up, I been messin' around
I been messin' around (I been, I been)
I been messin' around (I been, I been)
I been messin' around (I been, I been)
Yeah, I been messin' around The way you lick your lips, yeah, I like that
When you act like a bad girl, I like that
That little sexy look you got, mmm, I like that
The way you whisper in my ear how you want it when you want it, girl, I like that
Let's go, baby, let's ride
Let's not talk about it, let's do it
How you want it, English or Spanish?
Both of them, I'm fluent
We can get freaky in the morning or in the afternoon
We can go all night long, baby, it's all up to you You can get sexy if you want to
And you can bring your girls if you want to
And we can hit the crib if you want to
And we can mess around if you want to
Tell me, you want to? I heard from a friend who heard it from a friend
Who heard it from another
You been messin' around
I'm hoping that your friend, too, told you about me, too
Cause I'ma tell you straight up, I been messin' around
I been messin' around (I been, I been)
I been messin' around (I been, I been)
I been messin' around (I been, I been)
Yeah, I been messin' around Enrique, let's break it down right quick
I'm ready, girl, are you ready?
I'm ready, girl, are you ready?
I'm ready, girl, are you ready?
I'm ready, girl, are you ready? The way you talk dirty, yeah, I like that
The way you bring other girls, yeah, I like that
The way you rock them heels, yeah, I like that
No thong up under that skirt, ooh, I like that
And you can get crazy, yeah, that's cool
You can get loose, yeah, that's cool
You got some Voli, yeah, that's cool
Let's jump on the bar, yeah, that's cool
Let's push the gas, I'm like ooh
I don't mean to be rude, but I swear to God
There's so many things that I'd love to do to you You can get it sexy if you want to
And you can bring your girls if you want
And we can hit the crib if you want to
And we can mess around if you want to
Tell me, you want to? I heard from a friend who heard it from a friend
Who heard it from another that you been messin' around
I'm hoping that your friend, too, told you about me, too
Cause I'ma tell you straight up, I been messin' around
I been messin' around (I been, I been)
I been messin' around (I been, I been)
I been messin' around (I been, I been)
Yeah, I been messin' around Enrique, let's break it down right quick
I'm ready, girl, are you ready?
I'm ready, girl, are you ready?
I'm ready, girl, are you ready?
I'm ready, girl, are you ready?
Let's mess around "
356,Water Under the Bridge,Adele,2017,r&b,"If you're not the one for me
Then how come I can bring you to your knees?
If you're not the one for me
Why do I hate the idea of being free?
And if I'm not the one for you
You've gotta stop holding me the way you do
Oh honey if I'm not the one for you
Why have we been through what we have been through?
It's so cold out here in your wilderness
I want you to be my keeper
But not if you are so reckless If you're gonna let me down
Let me down gently don't pretend
That you don't want me
Our love ain't water under the bridge If you're gonna let me down
Let me down gently don't pretend
That you don't want me
Our love ain't water under the bridge
Woaah, woaaah
Say that our love ain't water under the bridge What are you waiting for?
You never seem to make it through the door
And who are you hiding from?
It ain't no life to live like you're on the run
Have I ever asked for much?
The only thing that I want is your love If you're gonna let me down
Let me down gently don't pretend
That you don't want me
Our love ain't water under the bridge If you're gonna let me down
Let me down gently don't pretend
That you don't want me
Our love ain't water under the bridge
Woaah, woaaah
Say that our love ain't water under the bridge It's so cold out here in your wilderness
I want you to be my keeper
But not if you are so reckless If you're gonna let me down
Let me down gently don't pretend
That you don't want me
Our love ain't water under the bridge If you're gonna let me down
Let me down gently don't pretend
That you don't want me
Our love ain't water under the bridge Say it ain't so, say it ain't so
Say it ain't so, say it ain't so Say that our love ain't water under the bridge
Say it ain't so, say it ain't so
Say it ain't so, say it ain't so
Say it ain't so, say it ain't so Say that our love ain't water under the bridge
Say it ain't so, say it ain't so
Say that our love ain't water under the bridge "
357,Free Me,Sia,2017,pop,"I don't want to hold your gaze
I'm scared what I might see there
Found myself in this place
And I'm a burning fire Peace may come
I hope it won't take long
Just a faith I cannot see
Bring me home
I'm in here all along
Just me and my melody So free me
Oh, free me
From this pain I've been running from
I'm tired and I'm free falling
Free me
Oh, free me
From this shame I've been running from
I'm lost and I am calling you
I'm lost and I am calling you
I'm lost and I am calling you I don't have a way back down
I'm stepping even further
Take my hand and turn me around
I'm listening to myself Oh, peace may come
I hope it won't take long
Just a faith I cannot see
Bring me home
I'm in here all along
Just me and my melody So free me
Oh, free me
From this pain I've been running from
I'm tired and I'm free falling
Free me
Free me
From this shame I've been running from
I'm lost and I am calling you I'm calling you
And though I can't undo
All the things I put you through
I can't take your hand
Admit that I don't have a plan
Only you Free me
Free me
From this pain I've been running from
I'm tired and I'm free falling
Free me
Free me
From this shame I've been running from
I'm lost and I am calling you
Free me
I'm lost and I am calling you
Free me
Free me
From this shame I've been running from
I'm lost and I am calling you "
358,Kissing Strangers - Remix,DNCE,2017,pop,"Young Money
(Kissing strangers) Hey, voy tratando de buscar la situación perfecta, no la encuentro
Ven sálvame de esta locura que me tiene fuera de control Woohoo, no estoy, me voy
A besar tus labios, adiós Kissing strangers
Na na na na na na na na
'Til I find someone I love
Na na na na na na na na
Kissing strangers
Na na na na na na na na
'Til I find someone I trust
Na na na na na na na na
Kissing strangers Open heart, open mind
Never know who you'll find
Open heart, close your eyes
Kissing strangers Na na na na na na na na
'Til I find someone I love
Na na na na na na na na
Kissing strangers Hey, besar sin conocer
A ojos cerrados yo voy probando hasta enamorarme otra vez
No mires atrás, bésame, no hay más
Si nos gusta, no te asustes
Esta fiesta así es que va a comenzar
Woohoo, no estoy, me voy
A besar tus labios, adiós Kissing strangers
Na na na na na na na na
'Til I find someone I love
Na na na na na na na na
Kissing strangers
Na na na na na na na na
'Til I find someone I trust
Na na na na na na na na
Kissing strangers Sé que vas a llegar
Yo te voy a encontrar
Sé que hay que empezar
Kissing strangers Na na na na na na na na
'Til I find someone I love
Na na na na na na na na
Kissing strangers I got a boy that I kinda like
This is a kiss-kiss, tongue him down kind of night
He got that mmm, mmm, hard
Got that China white
He got that bomb, I think I'mma call him dynamite
I gotta lotta sons, I could show you all the sonograms
Me? I'm Jem, and these bitches is the holograms
Me? I win, and these bitches just lose
They ship sink, but my ship, it just cruise
Anyway, I'm back, with my baby gat, gimme piggy back
Drip drip, where that kitty cat, put it in his lap
Sip sip on the tip tip, lick on his lip-lip
I think he's tryna hit young Nick like the quick pic Na na na na na na na na
Kissing strangers Na na na na na na na na
'Til I find someone I love
Na na na na na na na na
Kissing strangers
Na na na na na na na na
'Til I find someone I trust
Na na na na na na na na
Kissing strangers Sé que vas a llegar
Yo te voy a encontrar
Sé que hay que empezar
Kissing strangers Na na na na na na na na
'Til I find someone I love
Na na na na na na na na
Kissing strangers "
359,A L I E N S,Coldplay,2017,alternative,"We were just about to lose our home
Diamonds ate the radio
Moving in the dead of night We took photographs
Just some just so
History has some to know
We were moving at the speed of flight Kids
Cry If you
Want to
That's alright
If you
Want to
Hold me
Hold me tight
Just an alien We were hovering without a home
Millions are UFO
Hovering in hope some scope
Tonight Sees the light and says
Fly if you
Want to
That's alright
But if you
Want to
Call me
Call this line
Just an alien
Just an alien Oh we just want to get home again Tell your leader
Sir or ma'am
We come in peace
We mean no harm
Somewhere out there
In the unknown
All the E.T's are phoning home Watching my life
On the skyline
Crossing your eyes
For a lifetime Just an alien
Moving target
Target movement
A patch a corner
Of the spacetime Just an alien
Turning toward it
Turning pages
Over Asia
Crossing ages Just an alien
Oh we just want to get home again "
360,I Like It,Cardi B,2018,pop,"[Intro]
Yeah baby
I like it like that
You gotta believe me when I tell you
I said I like it like that
You gotta believe me when I tell you
I said I like it like that [Verse 1: Cardi B]
Now I like dollars, I like diamonds
I like stunting, I like shining
I like million dollar deals
Where's my pen, bitch I'm signin'
I like those Balenciagas
The ones that look like socks
I like going to the jeweler
I put rocks all in my watch
I like texts from my exes
When they want a second chance
I like proving niggas wrong
I do what they say I can't
They call me Cardi Bardi, banging body
Spicy mami, hot tamale
Hotter than a Somali
Fur coat, Ferrari
Hop out the stu, jump in the coupe
They trippin' on top of the roof
Flexing on bitches as hard as I can
Eating halal, driving the Lam'
Told that bitch I'm sorry, though
'Bout my coins like Mario
Yeah they call me Cardi B
I run this shit like cardio
Oh, damn [Chorus: Cardi B]
Diamonds, just forget the chains
I said I like it like that
Instead of fighting, know I'm gang gang gang gang
I said I like it like that
Drop the top and blow the brains
I said I like it like that
Oh he's so handsome, what's his name?
I said I like it like that
Oh I need the dollars
I said I like it like that
Beat it up like piñatas
I said I like it like that
Tell the driver, close the curtains
I said I like it like that
Bad bitch make him nervous
I said I like it like that
Cardi B! [Verse 2: Bad Bunny]
Chambean, chambean, pero no jalan (¡jalan!)
Tú compras to'a las Jordan, bobo, a mí me las regalan
I spend in the club (wuh), while you hop in the bank (yeh)
This is the new religion, bang, en latino gang, gang, yeh, yeh
Trato de hacer dieta (heh), pero es que en el closet tengo mucha grasa (wuh)
Ya mude la Gucci pa' dentro de casa, yeh (¡wuh!)
Cabrón, a ti no te conocen ni en Plaza (no)
El Diablo me llama pero Jesucristo me abraza
Guerrero como Eddie, que viva la raza (yeh)
Me gustan boricuas, me gustan cubanas
Me gusta el acento de las colombianas (¿qué hubo pues?)
Como mueve el culo la dominicana (¿qué lo que?)
Lo rico que me chingan las venezolanas (woo!)
Andamos activos, Perico Pin-Pin
Billetes de cien en el maletín (ching)
Que retumbe el bajo, Bobby Valentin, yeh
Aquí es prohibido amar, diles Charytín
Que pa'l pico les tengo Claritin
Yo llego a la disco y se forma el motín [Chorus: Cardi B]
Diamonds, just forget the chains
Pa, pa, pa, pa
I said I like it like that
Instead of fighting, know I'm gang gang gang gang
I said I like it like that
Drop the top and blow the brains
I said I like it like that
Oh he's so handsome, what's his name?
I said I like it like that
Oh I need the dollars
I said I like it like that
Beat it up like piñatas
I said I like it like that
Tell the driver, close the curtains
I said I like it like that
Bad bitch make him nervous
I said I like it like that [Verse 3: J Balvin]
Como Celia Cruz tengo el azucar (azuca')
Tu jeva me vio y se fue de pecho como Jimmy Snuka
Te vamos a tumbar la peluca
Y arranca pa'l carajo cabrón, que a ti no te vo'a pasar la juca (juca, juca)
Mis tenis Balenciaga, me reciben en la entrada
Pa-pa-pa-pa-razzi, like I'm Lady Gaga
Y no te me hagas, que en cover de Billboard tú has visto mi cara
No salgo de tu mente
Donde quieras que viajes has escuchado mi gente
Yo no soy high, soy como el Testarossa (Testarossa)
Yo soy el que se la vive y también el que la goza (goza, goza)
En la cosa, mami en la cosa (cosa, cosa)
El quien mira sufre y el que toca goza (goza, goza) [Bridge: J Balvin & Cardi B]
I said I like it like that
I said I like it like that (rrr)
I said I like it like that
I said I like it like that [Chorus: Cardi B]
Diamonds, just forget the chains
I said I like it like that
Instead of fighting, know I'm gang gang gang gang
I said I like it like that
Drop the top and blow the brains
I said I like it like that
Oh he's so handsome, what's his name?
I said I like it "
361,New Rules,Dua Lipa,2018,pop,"One, one, one Talkin' in my sleep at night, makin' myself crazy
(Out of my mind, out of my mind)
Wrote it down and read it out, hopin' it would save me
(Too many times, too many times) My love, he makes me feel like nobody else, nobody else
But my love, he doesn't love me, so I tell myself, I tell myself One, don't pick up the phone
You know he's only calling 'cause he's drunk and alone
Two, don't let him in
You'll have to kick him out again
Three, don't be his friend
You know you're gonna wake up in his bed in the morning
And if you're under him, you ain't getting over him I got new rules, I count 'em I got new rules, I count 'em
I gotta tell them to myself
I got new rules, I count 'em
I gotta tell them to myself I keep pushin' forwards, but he keeps pullin' me backwards
(Nowhere to turn) No way (Nowhere to turn) No
Now I'm standing back from it, I finally see the pattern
(I never learn, I never learn) But my love, he doesn't love me, so I tell myself, I tell myself, I do, I do, I do One, don't pick up the phone
You know he's only calling 'cause he's drunk and alone
Two, don't let him in
You'll have to kick him out again
Three, don't be his friend
You know you're gonna wake up in his bed in the morning
And if you're under him, you ain't getting over him I got new rules, I count 'em I got new rules, I count 'em
I gotta tell them to myself
I got new rules, I count 'em
I gotta tell them to myself Practice makes perfect
I'm still tryna' learn it by heart (I got new rules, I count 'em)
Eat, sleep, and breathe it
Rehearse and repeat it, 'cause I (I got new, I got new, I...) One, don't pick up the phone
You know he's only calling 'cause he's drunk and alone
Two, don't let him in
You'll have to kick him out again
Three, don't be his friend
You know you're gonna wake up in his bed in the morning
And if you're under him, you ain't getting over him I got new rules, I count 'em I got new rules, I count 'em
I gotta tell them to myself
I got new rules, I count 'em (baby, you know I count 'em)
I gotta tell them to myself Don't let him in, don't let him in
Don't, don't, don't, don't
Don't be his friend, don't be his friend
Don't, don't, don't, don't
Don't let him in, don't let him in
Don't, don't, don't, don't
Don't be his friend, don't be his friend
Don't, don't, don't, don't You gettin' over him "
362,no tears left to cry,Ariana Grande,2018,pop,"[Intro]
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up
So I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up (oh, yeah) [Refrain]
Pickin' it up (yeah), pickin' it up (yeah)
Lovin', I'm livin', so we turnin' up
Yeah, we turnin' it up [Verse 1]
Ain't got no tears in my body
I ran out, but boy, I like it, I like it, I like it
Don't matter how, what, where, who tries it
We're out here vibin', we vibin', we vibin' [Pre-Chorus]
Comin' out, even when it's rainin' down
Can't stop now, can't stop so shut your mouth
Shut your mouth, and if you don't know
Then now you know it, babe
Know it, babe, yeah [Chorus]
Right now, I'm in a state of mind
I wanna be in, like, all the time
Ain't got no tears left to cry
So I'm pickin' it up, pickin' it up (oh yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me
We on another mentality
Ain't got no tears left to cry
So I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up
So I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up (oh, yeah) [Refrain]
Pickin' it up (yeah), pickin' it up (yeah)
Lovin', I'm livin', so we turnin' up
Yeah, we turnin' it up [Verse 2]
They point out the colors in you, I see 'em too
And, boy, I like 'em, I like 'em, I like 'em
We're way too fly to partake in all this hate
We out here vibin', we vibin', we vibin' [Pre-Chorus]
Comin' out, even when it's rainin' down
Can't stop now, can't stop, so shut your mouth
Shut your mouth, and if you don't know
Then now you know it, babe
Know it, babe, yeah [Chorus]
Right now, I'm in a state of mind
I wanna be in, like, all the time
Ain't got no tears left to cry
So I'm pickin' it up, pickin' it up (oh yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me
We on another mentality
Ain't got no tears left to cry (so don't cry)
So I'm pickin' it up, pickin' it up (oh yeah)
I'm lovin', I'm livin', I'm pickin' it up [Pre-Chorus]
Comin' out, even when it's rainin' down
Can't stop now, shut your mouth
Ain't got no tears left to cry
Oh yeah, oh yeah [Chorus]
Oh, I just want you to come with me
We on another mentality
Ain't got no tears left to cry (cry)
So I'm pickin' it up, pickin' it up (oh yeah)
I'm lovin', I'm livin', I'm pickin' it up [Refrain]
Pickin' it up (yeah), pickin' it up (yeah)
Lovin', I'm livin', so we turnin' up
Yeah, we turnin' it up "
363,IDGAF,Dua Lipa,2018,pop,"You call me all friendly
Tellin' me how much you miss me
That's funny, I guess you've heard my songs
Well, I'm too busy for your business
Go find a girl who wants to listen
'Cause if you think I was born yesterday, you have got me wrong So I cut you off
I don't need your love
'Cause I already cried enough
I've been done
I've been movin' on since we said goodbye
I cut you off
I don't need your love
So you can try all you want
Your time is up, I'll tell you why You say you're sorry, but it's too late now
So save it, get gone, shut up
'Cause if you think I care about you now
Well, boy, I don't give a fuck I remember that weekend
When my best friend caught you creepin'
You blamed it all on the alcohol
So I made my decision
'Cause you made your bed, sleep in it
Play the victim and switch your position
I'm through, I'm done So I cut you off
I don't need your love
'Cause I already cried enough
I've been done
I've been movin' on since we said goodbye
I cut you off
I don't need your love
So you can try all you want
Your time is up, I'll tell you why You say you're sorry, but it's too late now
So save it, get gone, shut up
'Cause if you think I care about you now
Well, boy, I don't give a fuck I see you tryna' get to me
I see you beggin' on your knees
Boy, I don't give a fuck
So stop tryna' get to me
Get up off your knees
'Cause, boy, I don't give a fuck about you No, I don't give a damn
You keep reminiscin' on when you were my man
But I'm over you
Now you're all in the past
You talk all that sweet talk, but I ain't comin' back
Cut you off
I don't need your love
So you can try all you want
Your time is up, I'll tell you why
(I'll tell you why) You say you're sorry, but it's too late now
So save it, get gone, shut up
(Too late now)
'Cause if you think I care about you now
Well, boy, I don't give a fuck
(Boy, I don't give a fuck) I see you tryna' get to me
I see you beggin' on your knees
Boy, I don't give a fuck
So stop tryna' get to me (get to me)
Get up off your knees
'Cause, boy, I don't give a fuck "
364,In My Blood,Shawn Mendes,2018,pop,"[Intro]
Help me, it's like the walls are caving in
Sometimes I feel like giving up
But I just can't
It isn't in my blood [Verse 1]
Laying on the bathroom floor, feeling nothing
I'm overwhelmed and insecure, give me something
I could take to ease my mind slowly
Just have a drink and you'll feel better
Just take her home and you'll feel better
Keep telling me that it gets better
Does it ever? [Chorus]
Help me, it's like the walls are caving in
Sometimes I feel like giving up
No medicine is strong enough
Someone help me
I'm crawling in my skin
Sometimes I feel like giving up
But I just can't
It isn't in my blood [Post-Chorus]
It isn't in my blood [Verse 2]
Looking through my phone again feeling anxious
Afraid to be alone again, I hate this
I'm trying to find a way to chill, can't breathe, oh
Is there somebody who could... [Chorus]
Help me, it's like the walls are caving in
Sometimes I feel like giving up
No medicine is strong enough
Someone help me
I'm crawling in my skin
Sometimes I feel like giving up
But I just can't
It isn't in my blood [Post-Chorus]
It isn't in my blood [Bridge]
I need somebody now
I need somebody now
Someone to help me out
I need somebody now [Chorus]
Help me, it's like the walls are caving in
Sometimes I feel like giving up
But I just can't
It isn't in my blood [Post-Chorus]
It isn't in my blood
It isn't in my blood
I need somebody now
It isn't in my blood
I need somebody now
It isn't in my blood "
365,Wolves,Selena Gomez,2018,pop,"In your eyes there's a heavy blue
One to love, and one to lose
Sweet divide, a heavy truth
Water or wine Don't make me choose
I wanna feel the way that we did that summer night, night Drunk on a feeling
Alone with the stars in the sky
I've been running through the jungle
I've been running with the wolves
To get to you, to get to you
I've been down the darkest alleys
Saw the dark side of the moon
To get to you, to get to you
I've looked for love in every stranger
Took too much to ease the anger
All for you, yeah all for you
I've been running through the jungle I've been crying with the wolves
To get to you To get to you, oh to get to you
(Oh to get to you)
(Oh to get to you)
Your fingertips trace my skin To places I have never been
Blindly I am following Break down these walls
And come on in
I wanna feel the way that we did that summer night, night
Drunk on a feeling
Alone with the stars in the sky
I've been running through the jungle
I've been running with the wolves
To get to you, to get to you
I've been down the darkest alleys
Saw the dark side of the moon
To get to you, to get to you
I've looked for love in every stranger Took too much to ease the anger
All for you, yeah all for you I've been running through the jungle
I've been crying with the wolves
To get to you
To get to you, oh to get to you
(Oh to get to you)
(Oh to get to you)
I've been running through the jungle
I've been running with the wolves
To get to you, to get to you
I've been down the darkest alleys
Saw the dark side of the moon
To get to you, to get to you
I've looked for love in every stranger
Took too much to ease the anger
All for you, yeah all for you
I've been running through the jungle
I've been crying with the wolves
To get to you
To get to you, oh to get to you "
